"DEPARTURES_PERFORMED","PASSENGERS","ORIGIN_CITY_NAME","DEST_CITY_NAME","MONTH",
1.00,162.00,"Cleveland, OH","San Diego, CA",12,
1.00,126.00,"Denver, CO","Los Angeles, CA",12,
1.00,144.00,"Detroit, MI","San Francisco, CA",12,
1.00,161.00,"El Paso, TX","Los Angeles, CA",12,
1.00,78.00,"Newark, NJ","Los Angeles, CA",12,
1.00,62.00,"Honolulu, HI","Los Angeles, CA",12,
1.00,70.00,"Houston, TX","San Francisco, CA",12,
1.00,118.00,"Houston, TX","Sacramento, CA",12,
1.00,62.00,"Las Vegas, NV","San Francisco, CA",12,
1.00,119.00,"Los Angeles, CA","Newark, NJ",12,
1.00,116.00,"Los Angeles, CA","Honolulu, HI",12,
1.00,125.00,"Los Angeles, CA","San Diego, CA",12,
1.00,149.00,"Los Angeles, CA","San Diego, CA",12,
1.00,146.00,"Oakland, CA","Detroit, MI",12,
1.00,109.00,"Ontario, CA","Los Angeles, CA",12,
1.00,224.00,"San Diego, CA","Austin, TX",12,
1.00,125.00,"San Diego, CA","Buffalo, NY",12,
1.00,151.00,"San Francisco, CA","Las Vegas, NV",12,
1.00,171.00,"San Jose, CA","Phoenix, AZ",12,
1.00,123.00,"Sacramento, CA","Houston, TX",12,
1.00,0.00,"Honolulu, HI","Ontario, CA",12,
1.00,0.00,"Ontario, CA","Los Angeles, CA",12,
1.00,0.00,"Lexington, KY","Ontario, CA",12,
1.00,0.00,"New Orleans, LA","Ontario, CA",12,
1.00,0.00,"Oakland, CA","Laredo, TX",12,
1.00,0.00,"Ontario, CA","Dallas, TX",12,
1.00,0.00,"Ontario, CA","Lexington, KY",12,
1.00,44.00,"Albuquerque, NM","Ontario, CA",12,
1.00,51.00,"Albuquerque, NM","Palm Springs, CA",12,
1.00,35.00,"Fresno, CA","Santa Barbara, CA",12,
1.00,57.00,"Houston, TX","Ontario, CA",12,
1.00,51.00,"Houston, TX","Palm Springs, CA",12,
1.00,41.00,"Los Angeles, CA","Colorado Springs, CO",12,
1.00,30.00,"Los Angeles, CA","Grand Junction, CO",12,
1.00,63.00,"Oklahoma City, OK","Ontario, CA",12,
1.00,54.00,"Phoenix, AZ","Ontario, CA",12,
1.00,34.00,"San Jose, CA","Sacramento, CA",12,
1.00,59.00,"Salt Lake City, UT","Ontario, CA",12,
1.00,55.00,"Salt Lake City, UT","Palm Springs, CA",12,
1.00,44.00,"Sacramento, CA","Santa Barbara, CA",12,
1.00,36.00,"Tucson, AZ","Santa Barbara, CA",12,
1.00,0.00,"Indianapolis, IN","San Diego, CA",12,
1.00,0.00,"Los Angeles, CA","El Paso, TX",12,
1.00,0.00,"Los Angeles, CA","Indianapolis, IN",12,
1.00,0.00,"Los Angeles, CA","Las Vegas, NV",12,
1.00,0.00,"Los Angeles, CA","Ontario, CA",12,
1.00,0.00,"Los Angeles, CA","Portland, OR",12,
1.00,0.00,"Los Angeles, CA","Phoenix, AZ",12,
1.00,0.00,"Los Angeles, CA","Reno, NV",12,
1.00,0.00,"Memphis, TN","Los Angeles, CA",12,
1.00,0.00,"Memphis, TN","Oakland, CA",12,
1.00,0.00,"Memphis, TN","San Diego, CA",12,
1.00,0.00,"Memphis, TN","San Diego, CA",12,
1.00,0.00,"Memphis, TN","San Francisco, CA",12,
1.00,0.00,"Memphis, TN","San Jose, CA",12,
1.00,0.00,"Oakland, CA","Dallas/Fort Worth, TX",12,
1.00,0.00,"Oakland, CA","Dallas/Fort Worth, TX",12,
1.00,0.00,"Oakland, CA","Denver, CO",12,
1.00,0.00,"Oakland, CA","Denver, CO",12,
1.00,0.00,"Oakland, CA","Newark, NJ",12,
1.00,0.00,"Oakland, CA","Fresno, CA",12,
1.00,0.00,"Oakland, CA","Indianapolis, IN",12,
1.00,0.00,"Arcata/Eureka, CA","Redding, CA",9,
1.00,25.00,"Burbank, CA","Bakersfield, CA",9,
1.00,27.00,"Burbank, CA","Los Angeles, CA",9,
1.00,41.00,"Burbank, CA","Bend/Redmond, OR",9,
1.00,60.00,"Bozeman, MT","San Francisco, CA",9,
1.00,5.00,"Crescent City, CA","Sacramento, CA",9,
1.00,10.00,"Chico, CA","Sacramento, CA",9,
1.00,0.00,"Denver, CO","Los Angeles, CA",9,
1.00,41.00,"Denver, CO","San Jose, CA",9,
1.00,0.00,"Detroit, MI","Fresno, CA",9,
1.00,19.00,"Inyokern, CA","Santa Barbara, CA",9,
1.00,45.00,"Las Vegas, NV","Los Angeles, CA",9,
1.00,72.00,"Las Vegas, NV","Ontario, CA",9,
1.00,47.00,"Las Vegas, NV","San Francisco, CA",9,
1.00,59.00,"Las Vegas, NV","San Francisco, CA",9,
1.00,0.00,"Los Angeles, CA","Denver, CO",9,
1.00,0.00,"Los Angeles, CA","Durango, CO",9,
1.00,48.00,"Los Angeles, CA","Las Vegas, NV",9,
1.00,26.00,"Los Angeles, CA","Oakland, CA",9,
1.00,32.00,"Los Angeles, CA","San Francisco, CA",9,
1.00,0.00,"Los Angeles, CA","St. George, UT",9,
1.00,48.00,"Long Beach, CA","Los Angeles, CA",9,
1.00,59.00,"Medford, OR","San Francisco, CA",9,
1.00,26.00,"Medford, OR","Sacramento, CA",9,
1.00,70.00,"Oakland, CA","Los Angeles, CA",9,
1.00,0.00,"Redding, CA","Crescent City, CA",9,
1.00,0.00,"San Diego, CA","Fresno, CA",9,
1.00,68.00,"San Diego, CA","Salt Lake City, UT",9,
1.00,0.00,"Santa Barbara, CA","Fresno, CA",9,
1.00,39.00,"Santa Barbara, CA","San Francisco, CA",9,
1.00,47.00,"Santa Barbara, CA","San Francisco, CA",9,
1.00,25.00,"San Francisco, CA","Burbank, CA",9,
1.00,44.00,"San Francisco, CA","Bozeman, MT",9,
1.00,17.00,"San Francisco, CA","Las Vegas, NV",9,
1.00,32.00,"San Francisco, CA","Monterey, CA",9,
1.00,20.00,"San Francisco, CA","Santa Barbara, CA",9,
1.00,39.00,"San Francisco, CA","Santa Barbara, CA",9,
1.00,50.00,"St. George, UT","Ontario, CA",9,
1.00,0.00,"San Jose, CA","Monterey, CA",9,
1.00,63.00,"San Jose, CA","Salt Lake City, UT",9,
1.00,64.00,"Salt Lake City, UT","San Diego, CA",9,
1.00,36.00,"Salt Lake City, UT","San Jose, CA",9,
1.00,0.00,"Sacramento, CA","Fresno, CA",9,
1.00,0.00,"Bakersfield, CA","Inyokern, CA",10,
1.00,8.00,"Bakersfield, CA","Santa Barbara, CA",10,
1.00,0.00,"Burbank, CA","Fresno, CA",10,
1.00,47.00,"Burbank, CA","Portland, OR",10,
1.00,22.00,"Crescent City, CA","San Jose, CA",10,
1.00,58.00,"Denver, CO","Bakersfield, CA",10,
1.00,0.00,"Fresno, CA","Cincinnati, OH",10,
1.00,24.00,"Los Angeles, CA","El Paso, TX",10,
1.00,26.00,"Los Angeles, CA","Las Vegas, NV",10,
1.00,66.00,"Los Angeles, CA","Ontario, CA",10,
1.00,0.00,"Los Angeles, CA","San Francisco, CA",10,
1.00,31.00,"Los Angeles, CA","San Francisco, CA",10,
1.00,16.00,"Medford, OR","Crescent City, CA",10,
1.00,0.00,"Medford, OR","Santa Barbara, CA",10,
1.00,54.00,"Medford, OR","San Francisco, CA",10,
1.00,19.00,"Medford, OR","Sacramento, CA",10,
1.00,0.00,"Monterey, CA","Klamath Falls, OR",10,
1.00,27.00,"Ontario, CA","Los Angeles, CA",10,
1.00,0.00,"Ontario, CA","Los Angeles, CA",10,
1.00,48.00,"Ontario, CA","Portland, OR",10,
1.00,48.00,"Ontario, CA","Provo, UT",10,
1.00,50.00,"Portland, OR","Burbank, CA",10,
1.00,50.00,"Portland, OR","Ontario, CA",10,
1.00,0.00,"Portland, OR","San Francisco, CA",10,
1.00,0.00,"Palm Springs, CA","Bakersfield, CA",10,
1.00,27.00,"Redding, CA","Arcata/Eureka, CA",10,
1.00,0.00,"Reno, NV","Fresno, CA",10,
1.00,51.00,"San Diego, CA","San Francisco, CA",10,
1.00,0.00,"Santa Barbara, CA","Fresno, CA",10,
1.00,0.00,"Santa Barbara, CA","El Centro, CA",10,
1.00,29.00,"Santa Barbara, CA","San Jose, CA",10,
1.00,0.00,"San Luis Obispo, CA","Monterey, CA",10,
1.00,0.00,"San Luis Obispo, CA","Santa Maria, CA",10,
1.00,34.00,"San Francisco, CA","Albuquerque, NM",10,
1.00,1.00,"San Francisco, CA","Los Angeles, CA",10,
1.00,4.00,"San Francisco, CA","Portland, OR",10,
1.00,20.00,"San Jose, CA","Monterey, CA",10,
1.00,57.00,"San Jose, CA","Salt Lake City, UT",10,
1.00,72.00,"Salt Lake City, UT","San Jose, CA",10,
1.00,0.00,"Sacramento, CA","Chico, CA",10,
1.00,0.00,"Sacramento, CA","Fresno, CA",10,
1.00,23.00,"Sacramento, CA","Modesto, CA",10,
1.00,0.00,"Sacramento, CA","Oakland, CA",10,
1.00,27.00,"Yuma, AZ","Ontario, CA",10,
1.00,30.00,"Albuquerque, NM","Los Angeles, CA",11,
1.00,40.00,"Albuquerque, NM","Monterey, CA",11,
1.00,23.00,"Aspen, CO","Los Angeles, CA",11,
1.00,21.00,"Bakersfield, CA","Fresno, CA",11,
1.00,52.00,"Bakersfield, CA","Los Angeles, CA",11,
1.00,42.00,"Boise, ID","Monterey, CA",11,
1.00,0.00,"Burbank, CA","Colorado Springs, CO",11,
1.00,0.00,"Burbank, CA","Ontario, CA",11,
1.00,0.00,"Burbank, CA","Pasco/Kennewick/Richland, WA",11,
1.00,0.00,"Burbank, CA","Palm Springs, CA",11,
1.00,38.00,"Burbank, CA","Salt Lake City, UT",11,
1.00,0.00,"Crescent City, CA","Fresno, CA",11,
1.00,16.00,"Crescent City, CA","Medford, OR",11,
1.00,0.00,"Chico, CA","Santa Barbara, CA",11,
1.00,24.00,"Chico, CA","San Jose, CA",11,
1.00,66.00,"Denver, CO","Palm Springs, CA",11,
1.00,33.00,"Denver, CO","San Francisco, CA",11,
1.00,56.00,"Dallas/Fort Worth, TX","Palm Springs, CA",11,
1.00,1.00,"Eugene, OR","San Francisco, CA",11,
1.00,45.00,"Eugene, OR","San Jose, CA",11,
1.00,0.00,"Fresno, CA","Klamath Falls, OR",11,
1.00,26.00,"Fresno, CA","Monterey, CA",11,
1.00,37.00,"Fresno, CA","Pasco/Kennewick/Richland, WA",11,
1.00,40.00,"Spokane, WA","San Francisco, CA",11,
1.00,21.00,"Las Vegas, NV","Bakersfield, CA",11,
1.00,53.00,"Las Vegas, NV","Ontario, CA",11,
1.00,49.00,"Los Angeles, CA","Burbank, CA",11,
1.00,0.00,"Los Angeles, CA","Denver, CO",11,
1.00,17.00,"Los Angeles, CA","Monterey, CA",11,
1.00,0.00,"Los Angeles, CA","San Francisco, CA",11,
1.00,28.00,"Long Beach, CA","Los Angeles, CA",11,
1.00,0.00,"Long Beach, CA","Yakima, WA",11,
1.00,27.00,"Medford, OR","Monterey, CA",11,
1.00,0.00,"Medford, OR","Sacramento, CA",11,
1.00,0.00,"Modesto, CA","Arcata/Eureka, CA",11,
1.00,19.00,"Monterey, CA","Los Angeles, CA",11,
1.00,0.00,"Monterey, CA","North Bend/Coos Bay, OR",11,
1.00,52.00,"Monterey, CA","San Francisco, CA",11,
1.00,42.00,"Ontario, CA","Burbank, CA",11,
1.00,22.00,"Ontario, CA","Los Angeles, CA",11,
1.00,53.00,"Ontario, CA","Los Angeles, CA",11,
1.00,38.00,"Ontario, CA","Monterey, CA",11,
1.00,56.00,"Palm Springs, CA","Los Angeles, CA",11,
1.00,9.00,"Redding, CA","Chico, CA",11,
1.00,0.00,"Redding, CA","Klamath Falls, OR",11,
1.00,0.00,"Redding, CA","San Luis Obispo, CA",11,
1.00,0.00,"Redding, CA","Sacramento, CA",11,
1.00,52.00,"Reno, NV","Monterey, CA",11,
1.00,45.00,"Reno, NV","Sacramento, CA",11,
1.00,0.00,"San Diego, CA","Eugene, OR",11,
1.00,50.00,"San Diego, CA","Palm Springs, CA",11,
1.00,0.00,"San Diego, CA","Tucson, AZ",11,
1.00,0.00,"Santa Barbara, CA","Fresno, CA",11,
1.00,0.00,"Santa Barbara, CA","Fresno, CA",11,
1.00,48.00,"Santa Barbara, CA","Los Angeles, CA",11,
1.00,0.00,"Santa Barbara, CA","San Luis Obispo, CA",11,
1.00,0.00,"San Luis Obispo, CA","Bakersfield, CA",11,
1.00,0.00,"San Luis Obispo, CA","Monterey, CA",11,
1.00,0.00,"Seattle, WA","Sacramento, CA",11,
1.00,52.00,"San Francisco, CA","Bakersfield, CA",11,
1.00,13.00,"San Francisco, CA","Colorado Springs, CO",11,
1.00,23.00,"San Francisco, CA","Eugene, OR",11,
1.00,56.00,"San Francisco, CA","Spokane, WA",11,
1.00,0.00,"San Francisco, CA","Monterey, CA",11,
1.00,14.00,"San Francisco, CA","San Jose, CA",11,
1.00,44.00,"San Jose, CA","Palm Springs, CA",11,
1.00,14.00,"San Jose, CA","Sacramento, CA",11,
1.00,61.00,"Salt Lake City, UT","Burbank, CA",11,
1.00,0.00,"Sacramento, CA","Chico, CA",11,
1.00,44.00,"Sacramento, CA","Palm Springs, CA",11,
1.00,48.00,"Sacramento, CA","Santa Barbara, CA",11,
1.00,165.00,"Honolulu, HI","Los Angeles, CA",1,
1.00,0.00,"Long Beach, CA","St. Louis, MO",3,
1.00,86.00,"Santa Maria, CA","Bakersfield, CA",1,
1.00,0.00,"Los Angeles, CA","Orlando, FL",1,
1.00,44.00,"San Jose, CA","Stockton, CA",5,
1.00,45.00,"Stockton, CA","San Francisco, CA",6,
1.00,80.00,"San Jose, CA","Dallas/Fort Worth, TX",2,
1.00,101.00,"Santa Ana, CA","Detroit, MI",2,
1.00,0.00,"Santa Monica, CA","Burbank, CA",2,
1.00,108.00,"Denver, CO","San Francisco, CA",1,
1.00,63.00,"Philadelphia, PA","San Francisco, CA",1,
1.00,15.00,"Lake Tahoe, CA","Boulder City, NV",1,
1.00,114.00,"Denver, CO","San Francisco, CA",1,
1.00,135.00,"Denver, CO","San Francisco, CA",1,
1.00,132.00,"Houston, TX","San Francisco, CA",2,
1.00,225.00,"San Francisco, CA","Los Angeles, CA",3,
1.00,124.00,"San Francisco, CA","Newark, NJ",3,
1.00,59.00,"San Francisco, CA","Los Angeles, CA",3,
1.00,27.00,"San Francisco, CA","Los Angeles, CA",3,
1.00,0.00,"Ukiah, CA","Eureka, CA",2,
1.00,166.00,"Honolulu, HI","Los Angeles, CA",1,
1.00,129.00,"Ontario, CA","St. Louis, MO",2,
1.00,0.00,"Laredo, TX","Ontario, CA",3,
1.00,122.00,"Minneapolis, MN","Sacramento, CA",6,
1.00,12.00,"Nashville, TN","San Francisco, CA",6,
1.00,4.00,"Burbank, CA","Palm Springs, CA",3,
1.00,22.00,"Modesto, CA","Fresno, CA",2,
1.00,0.00,"Los Angeles, CA","Honolulu, HI",3,
1.00,0.00,"Los Angeles, CA","Honolulu, HI",3,
1.00,8.00,"Los Angeles, CA","San Jose, CA",1,
1.00,0.00,"Los Angeles, CA","Burbank, CA",2,
1.00,0.00,"Ontario, CA","Louisville, KY",5,
1.00,80.00,"Denver, CO","Los Angeles, CA",4,
1.00,0.00,"Cincinnati, OH","Los Angeles, CA",6,
1.00,175.00,"Los Angeles, CA","El Paso, TX",2,
1.00,158.00,"St. Louis, MO","San Francisco, CA",2,
1.00,65.00,"Los Angeles, CA","El Paso, TX",2,
1.00,0.00,"Kahului, HI","Ontario, CA",2,
1.00,70.00,"Los Angeles, CA","San Jose, CA",3,
1.00,200.00,"Los Angeles, CA","Anchorage, AK",3,
1.00,153.00,"Los Angeles, CA","Anchorage, AK",3,
1.00,39.00,"Los Angeles, CA","Portland, OR",2,
1.00,123.00,"Los Angeles, CA","Portland, OR",2,
1.00,107.00,"Los Angeles, CA","Ontario, CA",3,
1.00,0.00,"Albuquerque, NM","Ontario, CA",3,
1.00,0.00,"Kona, HI","Ontario, CA",3,
1.00,0.00,"Redding, CA","Arcata/Eureka, CA",3,
1.00,38.00,"Salt Lake City, UT","Los Angeles, CA",4,
1.00,0.00,"Newark, NJ","Los Angeles, CA",4,
1.00,5.00,"Oakland, CA","Hillsboro, OR",4,
1.00,5.00,"Santa Barbara, CA","Teterboro, NJ",4,
1.00,45.00,"Los Angeles, CA","San Jose, CA",3,
1.00,0.00,"Los Angeles, CA","Medford, OR",3,
1.00,51.00,"Los Angeles, CA","San Jose, CA",3,
1.00,0.00,"Los Angeles, CA","Portland, OR",2,
1.00,68.00,"Los Angeles, CA","Portland, OR",2,
1.00,180.00,"San Francisco, CA","Reno, NV",3,
1.00,50.00,"San Francisco, CA","Ontario, CA",3,
1.00,33.00,"San Francisco, CA","Ontario, CA",3,
1.00,0.00,"San Francisco, CA","Phoenix, AZ",3,
1.00,0.00,"Ontario, CA","Denver, CO",5,
1.00,37.00,"Los Angeles, CA","Montrose/Delta, CO",3,
1.00,149.00,"San Francisco, CA","Pittsburgh, PA",5,
1.00,141.00,"San Francisco, CA","Los Angeles, CA",1,
1.00,0.00,"Ontario, CA","Los Angeles, CA",1,
1.00,116.00,"Ontario, CA","Los Angeles, CA",1,
1.00,41.00,"Ontario, CA","Los Angeles, CA",1,
1.00,50.00,"Ontario, CA","Los Angeles, CA",1,
1.00,153.00,"Santa Ana, CA","Wichita Falls, TX",5,
1.00,123.00,"New York, NY","San Francisco, CA",5,
1.00,88.00,"Baltimore, MD","San Jose, CA",5,
1.00,128.00,"Los Angeles, CA","Indianapolis, IN",4,
1.00,27.00,"Palm Springs, CA","Santa Ana, CA",3,
1.00,0.00,"Fresno, CA","Memphis, TN",1,
1.00,89.00,"Los Angeles, CA","Orlando, FL",1,
1.00,92.00,"Palm Springs, CA","Portland, OR",1,
1.00,0.00,"Ontario, CA","West Palm Beach/Palm Beach, FL",1,
1.00,39.00,"San Francisco, CA","Portland, OR",1,
1.00,3.00,"Santa Monica, CA","San Francisco, CA",1,
1.00,0.00,"Fresno, CA","San Francisco, CA",2,
1.00,134.00,"San Antonio, TX","Los Angeles, CA",6,
1.00,217.00,"San Francisco, CA","Chicago, IL",1,
1.00,53.00,"Cincinnati, OH","San Francisco, CA",6,
1.00,115.00,"Bullhead City, AZ","Stockton, CA",3,
1.00,120.00,"Los Angeles, CA","Milwaukee, WI",4,
1.00,129.00,"Los Angeles, CA","Milwaukee, WI",4,
1.00,0.00,"Los Angeles, CA","Toledo, OH",4,
1.00,26.00,"Carlsbad, CA","Ontario, CA",5,
1.00,5.00,"El Centro, CA","Ontario, CA",5,
1.00,110.00,"Bullhead City, AZ","Fresno, CA",5,
1.00,102.00,"Los Angeles, CA","Chicago, IL",2,
1.00,213.00,"Los Angeles, CA","Chicago, IL",2,
1.00,0.00,"Madison, WI","Los Angeles, CA",1,
1.00,80.00,"Oakland, CA","Bullhead City, AZ",3,
1.00,149.00,"San Francisco, CA","Phoenix, AZ",6,
1.00,41.00,"San Francisco, CA","Camp Springs, MD",6,
1.00,131.00,"Las Vegas, NV","Sacramento, CA",4,
1.00,90.00,"Austin, TX","San Jose, CA",1,
1.00,70.00,"San Diego, CA","Denver, CO",4,
1.00,210.00,"Honolulu, HI","Los Angeles, CA",6,
1.00,101.00,"Honolulu, HI","Los Angeles, CA",6,
1.00,127.00,"Sacramento, CA","Bullhead City, AZ",6,
1.00,128.00,"San Francisco, CA","Denver, CO",6,
1.00,55.00,"Portland, OR","Oakland, CA",1,
1.00,137.00,"Minneapolis, MN","San Jose, CA",5,
1.00,0.00,"Ontario, CA","Portland, OR",6,
1.00,251.00,"Honolulu, HI","San Francisco, CA",6,
1.00,0.00,"Ontario, CA","Palm Springs, CA",3,
1.00,122.00,"Ontario, CA","Palm Springs, CA",3,
1.00,98.00,"Santa Ana, CA","Abilene, TX",2,
1.00,137.00,"San Diego, CA","Indianapolis, IN",3,
1.00,5.00,"Las Vegas, NV","Burbank, CA",4,
1.00,5.00,"Las Vegas, NV","Burbank, CA",4,
1.00,12.00,"Anchorage, AK","Oakland, CA",3,
1.00,156.00,"San Diego, CA","Phoenix, AZ",4,
1.00,56.00,"San Diego, CA","Phoenix, AZ",4,
1.00,134.00,"San Diego, CA","Phoenix, AZ",4,
1.00,0.00,"Oakland, CA","Hartford, CT",4,
1.00,118.00,"Austin, TX","San Diego, CA",6,
1.00,47.00,"Dallas/Fort Worth, TX","Oakland, CA",6,
1.00,0.00,"Honolulu, HI","Los Angeles, CA",6,
1.00,5.00,"Las Vegas, NV","Burbank, CA",4,
1.00,168.00,"Los Angeles, CA","Kona, HI",6,
1.00,166.00,"Sacramento, CA","Baltimore, MD",5,
1.00,0.00,"Omaha, NE","Oakland, CA",5,
1.00,0.00,"Ontario, CA","Rockford, IL",5,
1.00,85.00,"San Diego, CA","Phoenix, AZ",4,
1.00,63.00,"San Jose, CA","Ontario, CA",5,
1.00,0.00,"Reno, NV","Ontario, CA",6,
1.00,0.00,"Ontario, CA","Oakland, CA",6,
1.00,0.00,"Ontario, CA","Oakland, CA",6,
1.00,57.00,"Seattle, WA","Oakland, CA",3,
1.00,67.00,"Denver, CO","Sacramento, CA",2,
1.00,114.00,"Santa Ana, CA","Oklahoma City, OK",4,
1.00,73.00,"San Jose, CA","Austin, TX",2,
1.00,0.00,"San Jose, CA","Monterey, CA",1,
1.00,0.00,"San Jose, CA","Monterey, CA",1,
1.00,180.00,"San Francisco, CA","Houston, TX",1,
1.00,102.00,"San Francisco, CA","Houston, TX",1,
1.00,114.00,"San Francisco, CA","Houston, TX",1,
1.00,113.00,"San Francisco, CA","Houston, TX",1,
1.00,48.00,"San Jose, CA","Monterey, CA",1,
1.00,104.00,"Wendover, UT","Fresno, CA",6,
1.00,113.00,"San Antonio, TX","Fresno, CA",1,
1.00,81.00,"Spokane, WA","San Francisco, CA",3,
1.00,0.00,"San Jose, CA","Victorville, CA",3,
1.00,99.00,"Houston, TX","Burbank, CA",6,
1.00,85.00,"San Francisco, CA","Phoenix, AZ",5,
1.00,45.00,"Palm Springs, CA","Salt Lake City, UT",3,
1.00,0.00,"Rockford, IL","Ontario, CA",1,
1.00,81.00,"Portland, OR","San Jose, CA",1,
1.00,45.00,"Portland, OR","San Jose, CA",1,
1.00,3.00,"Stockton, CA","Santa Monica, CA",1,
1.00,114.00,"Burbank, CA","Seattle, WA",2,
1.00,121.00,"Albuquerque, NM","San Diego, CA",2,
1.00,43.00,"San Jose, CA","Denver, CO",2,
1.00,14.00,"Miami, FL","Oakland, CA",1,
1.00,60.00,"Ontario, CA","Los Angeles, CA",2,
1.00,0.00,"Phoenix, AZ","Los Angeles, CA",2,
1.00,0.00,"Phoenix, AZ","Los Angeles, CA",2,
1.00,136.00,"Sacramento, CA","Chicago, IL",4,
1.00,160.00,"Los Angeles, CA","Memphis, TN",3,
1.00,86.00,"Los Angeles, CA","Tampa, FL",3,
1.00,117.00,"Bullhead City, AZ","Monterey, CA",5,
1.00,0.00,"Albuquerque, NM","San Diego, CA",2,
1.00,67.00,"San Francisco, CA","Chicago, IL",2,
1.00,166.00,"San Francisco, CA","West Palm Beach/Palm Beach, FL",2,
1.00,163.00,"Kona, HI","Los Angeles, CA",3,
1.00,0.00,"Kona, HI","Los Angeles, CA",3,
1.00,71.00,"Los Angeles, CA","Spokane, WA",3,
1.00,126.00,"Ontario, CA","Los Angeles, CA",2,
1.00,5.00,"Bangor, ME","Los Angeles, CA",2,
1.00,0.00,"Fairfield, CA","Honolulu, HI",1,
1.00,57.00,"Los Angeles, CA","Boise, ID",1,
1.00,0.00,"Los Angeles, CA","Waterloo, IA",3,
1.00,142.00,"San Francisco, CA","Dallas/Fort Worth, TX",6,
1.00,136.00,"San Francisco, CA","Philadelphia, PA",6,
1.00,137.00,"Los Angeles, CA","Lihue, HI",5,
1.00,171.00,"Los Angeles, CA","Rockford, IL",4,
1.00,53.00,"San Diego, CA","Denver, CO",5,
1.00,93.00,"Los Angeles, CA","Gulfport/Biloxi, MS",3,
1.00,156.00,"Los Angeles, CA","Honolulu, HI",3,
1.00,140.00,"San Diego, CA","Kansas City, MO",4,
1.00,46.00,"Spokane, WA","Fresno, CA",1,
1.00,64.00,"Spokane, WA","Fresno, CA",1,
1.00,47.00,"Seattle, WA","Long Beach, CA",5,
1.00,0.00,"San Jose, CA","Seattle, WA",2,
1.00,100.00,"Los Angeles, CA","San Francisco, CA",1,
1.00,136.00,"Los Angeles, CA","San Francisco, CA",1,
1.00,0.00,"Los Angeles, CA","San Francisco, CA",1,
1.00,58.00,"Salt Lake City, UT","Ontario, CA",1,
1.00,134.00,"Los Angeles, CA","San Francisco, CA",1,
1.00,118.00,"Newark, NJ","San Francisco, CA",2,
1.00,174.00,"Newark, NJ","San Francisco, CA",2,
1.00,70.00,"Denver, CO","Los Angeles, CA",6,
1.00,0.00,"Denver, CO","Los Angeles, CA",6,
1.00,123.00,"Sacramento, CA","Charlotte, NC",5,
1.00,122.00,"Santa Ana, CA","Tulsa, OK",5,
1.00,0.00,"Baltimore, MD","San Francisco, CA",6,
1.00,0.00,"Crescent City, CA","Santa Barbara, CA",1,
1.00,0.00,"Los Angeles, CA","Honolulu, HI",3,
1.00,95.00,"Oakland, CA","Bullhead City, AZ",1,
1.00,0.00,"San Diego, CA","Burbank, CA",1,
1.00,1.00,"San Diego, CA","Burbank, CA",1,
1.00,1.00,"San Diego, CA","Burbank, CA",1,
1.00,367.00,"Sacramento, CA","San Francisco, CA",1,
1.00,137.00,"Los Angeles, CA","San Francisco, CA",1,
1.00,43.00,"Los Angeles, CA","San Francisco, CA",1,
1.00,0.00,"Burbank, CA","Las Vegas, NV",4,
1.00,79.00,"Denver, CO","Los Angeles, CA",6,
1.00,0.00,"Merced, CA","Los Angeles, CA",6,
1.00,240.00,"Denver, CO","Los Angeles, CA",6,
1.00,11.00,"Denver, CO","Los Angeles, CA",6,
1.00,126.00,"Seattle, WA","Palm Springs, CA",5,
1.00,119.00,"Denver, CO","Los Angeles, CA",7,
1.00,133.00,"Denver, CO","Palm Springs, CA",7,
1.00,120.00,"Los Angeles, CA","Denver, CO",7,
1.00,135.00,"Palm Springs, CA","Las Vegas, NV",7,
1.00,128.00,"Santa Ana, CA","Colorado Springs, CO",7,
1.00,60.00,"Ontario, CA","Phoenix, AZ",7,
1.00,130.00,"Ontario, CA","El Paso, TX",7,
1.00,41.00,"Bakersfield, CA","Bullhead City, AZ",7,
1.00,141.00,"Bismarck/Mandan, ND","Palm Springs, CA",7,
1.00,126.00,"Burbank, CA","Bullhead City, AZ",7,
1.00,59.00,"Burbank, CA","San Diego, CA",7,
1.00,45.00,"Fresno, CA","Bullhead City, AZ",7,
1.00,126.00,"Bullhead City, AZ","Bakersfield, CA",7,
1.00,126.00,"Bullhead City, AZ","Modesto, CA",7,
1.00,99.00,"Bullhead City, AZ","San Diego, CA",7,
1.00,108.00,"Bullhead City, AZ","San Jose, CA",7,
1.00,108.00,"Bullhead City, AZ","Santa Maria, CA",7,
1.00,138.00,"Los Angeles, CA","Salina, KS",7,
1.00,123.00,"Long Beach, CA","Bullhead City, AZ",7,
1.00,52.00,"Modesto, CA","Bullhead City, AZ",7,
1.00,84.00,"Monterey, CA","Bakersfield, CA",7,
1.00,79.00,"Oakland, CA","Fresno, CA",7,
1.00,111.00,"Santa Barbara, CA","Bullhead City, AZ",7,
1.00,72.00,"San Francisco, CA","Modesto, CA",7,
1.00,109.00,"San Jose, CA","Bullhead City, AZ",7,
1.00,73.00,"Santa Maria, CA","Santa Barbara, CA",7,
1.00,143.00,"Denver, CO","San Diego, CA",7,
1.00,55.00,"Oakland, CA","Dallas/Fort Worth, TX",7,
1.00,133.00,"San Diego, CA","Denver, CO",7,
1.00,0.00,"Dallas, TX","Ontario, CA",7,
1.00,0.00,"Long Beach, CA","Richmond, VA",7,
